app,fixture,run,status,window_proxy_ms,checkpoint_rss_mib,checkpoint_private_mib,checkpoint_processes,cpu_ms_per_second,sample_duration_s,exe_sha256,fixture_sha256
typora,gfm-math-images-100k.md,3,window-observed,281.336,1051.543,434.051,7,0.0,1.0109,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marktext,ordinary-5k.md,4,window-observed,471.369,747.441,205.582,5,9.913,1.0088,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,stress-2m.md,4,window-observed,414.602,2549.57,1089.527,10,305.492,1.0148,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
obsidian,ordinary-5k.md,5,window-observed,810.543,783.027,329.176,6,9.893,1.0108,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,gfm-math-images-100k.md,1,window-observed,501.78,1118.758,656.816,6,9.876,1.0125,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
typora,gfm-math-images-100k.md,5,window-observed,287.193,881.414,419.27,6,0.0,1.0116,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
mdview-zig,ordinary-5k.md,1,exited--11,,0.0,0.0,0,0.0,1.0023,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,gfm-math-images-100k.md,2,window-observed,521.035,1097.18,632.281,6,0.0,1.0127,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
aydiler,stress-2m.md,1,window-observed,1141.781,1072.91,1061.184,1,0.0,1.0039,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
md-preview,gfm-math-images-100k.md,1,window-observed,89.085,734.465,448.25,3,722.852,1.0099,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,ordinary-5k.md,1,window-observed,94.083,180.922,172.098,1,2206.846,1.006,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,stress-2m.md,1,window-observed,270.113,1151.543,1148.293,1,993.524,1.0065,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
md-preview,gfm-math-images-100k.md,4,window-observed,58.571,738.305,452.762,3,624.583,1.0087,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,gfm-math-images-100k.md,4,window-observed,118.135,193.219,184.531,1,1473.747,1.0042,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
mdview-zig,gfm-math-images-100k.md,2,exited--11,,0.0,0.0,0,0.0,1.0036,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,gfm-math-images-100k.md,5,window-observed,110.344,192.801,183.941,1,1483.92,1.0041,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marky,stress-2m.md,3,window-observed,57.059,1460.598,1172.027,3,1255.587,1.0115,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
markmello,stress-2m.md,4,window-observed,306.713,1150.879,1143.723,1,992.091,1.008,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
aydiler,gfm-math-images-100k.md,1,window-observed,287.885,339.578,329.938,1,0.0,1.0042,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,gfm-math-images-100k.md,3,window-observed,124.943,192.652,183.91,1,1464.076,1.004,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
md-preview,ordinary-5k.md,2,window-observed,71.042,601.988,316.34,3,722.731,1.0101,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
md-preview,stress-2m.md,1,window-observed,75.359,1245.43,966.586,3,1017.094,1.0127,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
aydiler,gfm-math-images-100k.md,2,window-observed,299.367,339.332,329.562,1,0.0,1.0043,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,ordinary-5k.md,2,window-observed,99.402,180.91,170.934,1,2180.962,1.0041,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,stress-2m.md,4,renderer-exited,520.782,192.359,94.629,5,0.0,1.0067,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
md-preview,stress-2m.md,4,window-observed,141.375,1208.562,934.164,3,1145.163,1.013,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
aydiler,stress-2m.md,4,window-observed,1246.975,1076.441,1068.961,1,0.0,1.0036,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
markmello,ordinary-5k.md,4,window-observed,324.846,231.453,226.391,1,0.0,1.0044,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marky,gfm-math-images-100k.md,3,window-observed,79.157,786.238,498.469,3,772.276,1.01,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
aydiler,ordinary-5k.md,1,window-observed,278.325,295.129,287.598,1,0.0,1.0039,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
md-preview,ordinary-5k.md,3,window-observed,87.983,601.328,319.465,3,625.029,1.008,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,stress-2m.md,1,exited--11,,0.0,0.0,0,0.0,1.002,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
typora,gfm-math-images-100k.md,1,window-observed,485.528,874.895,422.516,6,0.0,1.0145,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
obsidian,stress-2m.md,5,renderer-exited,504.872,192.434,95.867,5,0.0,1.0066,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
mdview-zig,gfm-math-images-100k.md,5,exited--11,,0.0,0.0,0,0.0,1.0022,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
obsidian,ordinary-5k.md,1,window-observed,702.516,807.137,338.137,6,9.885,1.0116,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,stress-2m.md,5,exited--11,,0.0,0.0,0,0.0,1.0041,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
marktext,stress-2m.md,2,window-observed,660.05,1235.852,204.098,5,9.895,1.0106,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
typora,ordinary-5k.md,2,window-observed,446.079,949.184,343.117,7,9.871,1.0131,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marky,stress-2m.md,5,window-observed,115.175,1428.168,1142.508,3,1262.997,1.0135,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
markmello,ordinary-5k.md,3,window-observed,256.882,231.188,226.156,1,0.0,1.0048,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
md-preview,ordinary-5k.md,1,window-observed,97.575,603.277,320.828,3,654.214,1.0088,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,stress-2m.md,3,window-observed,437.383,2678.859,1097.457,10,511.435,1.0363,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
fmv,ordinary-5k.md,3,window-observed,129.321,180.281,173.695,1,2137.332,1.0059,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,stress-2m.md,3,window-observed,305.161,1027.148,1022.273,1,988.043,1.0121,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
marktext,gfm-math-images-100k.md,4,window-observed,628.602,928.004,203.875,5,28.716,1.0447,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
typora,gfm-math-images-100k.md,4,window-observed,803.117,874.34,422.0,6,47.083,1.062,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
typora,ordinary-5k.md,1,window-observed,657.749,795.309,338.625,6,47.236,1.0585,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
typora,stress-2m.md,1,window-observed,678.178,776.273,324.113,6,28.555,1.0506,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
typora,ordinary-5k.md,4,window-observed,628.026,958.781,346.922,7,9.879,1.0123,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,gfm-math-images-100k.md,4,window-observed,679.526,1095.766,641.395,6,9.875,1.0126,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
mdview-zig,ordinary-5k.md,4,exited--11,,0.0,0.0,0,0.0,1.0036,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marktext,gfm-math-images-100k.md,3,window-observed,568.98,926.402,201.574,5,0.0,1.0098,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marky,ordinary-5k.md,4,window-observed,85.43,699.742,411.418,3,739.859,1.0137,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,ordinary-5k.md,2,window-observed,477.65,1982.07,578.852,10,97.837,1.0221,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,ordinary-5k.md,5,exited--11,,0.0,0.0,0,0.0,1.0034,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marktext,stress-2m.md,5,window-observed,542.398,1215.773,207.438,5,9.899,1.0102,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
marktext,ordinary-5k.md,2,window-observed,522.801,737.746,207.145,5,0.0,1.01,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,ordinary-5k.md,2,window-observed,292.755,232.543,227.387,1,0.0,1.0066,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marky,gfm-math-images-100k.md,1,window-observed,94.071,790.043,501.969,3,838.755,1.0134,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
aydiler,gfm-math-images-100k.md,3,window-observed,353.492,325.844,318.301,1,0.0,1.0095,cb1f70db3b2150b91e7d49bb140c794a04ce0ab8e04d88d69727dbddcbac9a39,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
markmello,gfm-math-images-100k.md,2,window-observed,280.783,361.055,356.008,1,0.0,1.0062,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
marktext,ordinary-5k.md,1,window-observed,543.025,739.66,205.938,5,0.0,1.0119,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,stress-2m.md,1,window-observed,436.307,2909.945,1114.48,10,684.348,1.0229,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
marktext,ordinary-5k.md,3,window-observed,895.398,740.605,206.066,5,9.907,1.0094,6d2a2ce754b755637076692a502cd29165d80d1b773d5b5482f4bfccf76a2acf,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,stress-2m.md,5,window-observed,359.414,1010.789,1005.727,1,987.146,1.013,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
vscode-preview,ordinary-5k.md,3,window-observed,439.797,2106.188,533.215,10,137.045,1.0216,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,gfm-math-images-100k.md,4,exited--11,,0.0,0.0,0,0.0,1.0051,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,ordinary-5k.md,5,window-observed,121.786,180.223,173.598,1,2180.063,1.0046,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,gfm-math-images-100k.md,3,window-observed,264.586,361.516,356.473,1,0.0,1.009,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
markmello,gfm-math-images-100k.md,1,window-observed,265.387,361.793,356.656,1,0.0,1.0066,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
vscode-preview,ordinary-5k.md,5,window-observed,475.186,2063.008,535.309,10,78.73,1.0161,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marky,ordinary-5k.md,1,window-observed,102.01,699.363,411.227,3,760.65,1.0123,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,ordinary-5k.md,4,window-observed,418.869,2073.539,548.367,10,137.239,1.0201,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
typora,stress-2m.md,5,window-observed,302.435,778.461,326.488,6,29.652,1.0117,3d3804b5be42dedab376be01ac2dd19d60995d04d7b0f2938daac8d9f561a8ff,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
marky,stress-2m.md,2,window-observed,65.021,1399.168,1110.953,3,1239.395,1.0166,d9e29b70534adf2c2b6004de8c98cf81521ae158944a708b4fcdd21d7c99e452,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
fmv,gfm-math-images-100k.md,2,window-observed,110.879,192.727,186.02,1,1354.119,1.0043,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
vscode-preview,gfm-math-images-100k.md,5,window-observed,447.984,2266.0,589.531,10,49.12,1.0179,5dcf32d814a227f8626426e00708caa6c8f5469980322265a1c398a6458082bc,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
md-preview,gfm-math-images-100k.md,3,window-observed,71.41,714.164,433.84,3,908.183,1.013,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
markmello,ordinary-5k.md,1,window-observed,321.203,232.363,227.211,1,0.0,1.0079,dbd3760216650d16334de575263ba71d9234a9333ba7d673dbadbac260353705,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
obsidian,ordinary-5k.md,2,window-observed,665.701,795.332,329.508,6,0.0,1.0127,4d5379efcd4909bc9a9bff25636d9ef39ee4677cc83af9d285d7d89792015739,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
md-preview,gfm-math-images-100k.md,2,window-observed,117.434,738.617,453.418,3,863.504,1.0191,06dc8f0622977971d368cd3243913f0c5502bb399802a429130bb1e0b53f2b87,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,stress-2m.md,5,window-observed,437.865,427.219,419.352,1,1023.512,1.0063,60dc3377d0280fb2e48f54660d7cfebc5ee5f1334d2e23be9a844bde60045d7a,009f32e8adcad5a962d96c6f864fb0412255cf4ed4b2b0c6aa0f684395daa23e
mdview-zig,ordinary-5k.md,2,exited--11,,0.0,0.0,0,0.0,1.0043,7b3326a555c0d319e217b217932eef9369d9021322f68a4e7e0309d7a515655e,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
