app,fixture,run,status,window_proxy_ms,checkpoint_rss_mib,checkpoint_private_mib,checkpoint_processes,cpu_ms_per_second,sample_duration_s,exe_sha256,fixture_sha256
vscode-preview,ordinary-5k.md,3,window-observed,318.419,1958.586,1678.316,11,603.05,1.0105,c933b1301979abb102ded0b5c28c5c417fcb09411b15f5ff2484c8bb896cf9ef,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marktext,ordinary-5k.md,2,window-observed,434.062,495.273,382.512,5,15.467,1.0102,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,ordinary-5k.md,3,window-observed,20.073,44.504,59.16,1,0.0,1.0106,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
vscode-preview,ordinary-5k.md,5,window-observed,300.49,1884.398,1555.211,11,216.622,1.0098,c933b1301979abb102ded0b5c28c5c417fcb09411b15f5ff2484c8bb896cf9ef,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
markmello,ordinary-5k.md,3,window-observed,262.381,137.574,190.855,1,0.0,1.011,01cd62372517971d003c37cd1191d9290107e8944de6a8a586157923937880fd,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
typora,ordinary-5k.md,5,window-observed,331.165,599.176,467.949,5,15.46,1.0107,3a1807daf4f0f9e8d1257fac5f61429e9535debf230ffece8b7d931749108a57,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
aydiler,ordinary-5k.md,2,window-observed,39.071,227.883,314.637,1,0.0,1.0095,c5fe8c07f3cd1678bd24c1b5ab55f5374932c0cba81deff5021b23270f30e44a,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
mdview-zig,gfm-math-images-100k.md,3,window-observed,19.967,45.605,60.363,1,0.0,1.0092,29f2b042e99deccc584ce0f44fe553320bae7682727dc2c9de9977ae59bc77be,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
fmv,ordinary-5k.md,2,window-observed,21.215,127.414,155.918,1,0.0,1.0097,03f5bbbbf613105a32c1d681080c69ac52730fc60af90cb707bd7dcfbdd80970,0b7ad3f74990c566da95984bd29019d7c5399c2ac2995e08b1dd6c01d315731d
marktext,gfm-math-images-100k.md,2,window-observed,969.03,692.746,577.551,5,0.0,1.0103,f783de63f5bf170e7a2ab58b3755425ddf339a6628923664957121fc779ecdfa,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
obsidian,gfm-math-images-100k.md,3,window-observed,503.592,813.348,802.391,4,0.0,1.0088,a00f15ad21a289d4db67df1196d5d99ec5cf31a6972f7777fb9b41e20d86088e,771478d23dc1d5ab205db29e23c97f4eb2e28d7a6ecf37cf87298b647bc42594
